Код ТЕРСОН-МО;Наименование территории;Субъект РФ;Численность населения, в среднем за 2015-2022 гг.;Города федерального значения;Административные центры регионов;Прочие городские округа;Муниципальные округа;Муниципальные районы;Эксклавы;Северный Кавказ;Дальний Восток;Арктическая зона;Крайний Север;Приграничные территории;Коэффициент миграционной подвижности, ‰, 2015-2022 гг.;Коэффициент миграционного прироста, ‰, 2015-2022 гг.;Доля миграционного оборота внутри региона, %, 2015-2022 гг.;Доля миграционного оборота между регионами, %, 2015-2022 гг.;Доля миграционного оборота между странами, %, 2015-2022 гг.;Доля женщин среди мигрантов, %, 2015-2022 гг.;Средний возраст мигранта, лет, 2015-2022 гг.;Доля населения 65+ среди мигрантов, %, 2015-2022 гг.;Тип по приросту (убыли), 2015-2022 гг.;Крупнейшее направление миграции, webcensus.ru;Доля Москвы в потоках в Москву и СПб, %, webcensus.ru;Доля Москвы и СПб в исходящих потоках, %, webcensus.ru;Виртуальный миграционный прирост на 100 пользователей, webcensus.ru;Крупнейшее направление миграции, VK.com, 2022 г.;Доля Москвы в потоках в Москву и СПб, %, VK.com, 2022 г.;Расстояние до административного центра, км;Отношение зарплаты к медианной (без МСП), %, 2015-2022 гг.;Масштаб локальной экономики (без МСП), %, 2015-2022 гг.
20656000 0 0;Хохольский муниципальный район;Воронежская область;29764;0;0;0;0;1;0;0;0;0;0;0;79.3;12.1;59.0;23.9;17.1;50.8;34.2;8.1;тип 1   + + +;столица своего региона;73.9;3.3;-60.8;столица своего региона;100.0;42;98;1.8
20658000 0 0;Эртильский муниципальный район;Воронежская область;22144;0;0;0;0;1;0;0;0;0;0;0;68.2;-2.8;58.3;29.0;12.7;53.5;31.3;7.0;тип 4   - - +;столица своего региона;73.2;11.2;-18.3;столица своего региона;50.0;102;84;2.8
20701000 0 0;Городской округ город Воронеж;Воронежская область;1037783;0;1;0;0;0;0;0;0;0;0;0;60.6;5.5;29.5;41.5;29.0;49.6;30.1;4.7;тип 1   + + +;Москва;79.3;36.9;3.9;Москва;76.2;0;136;103.8
20710000 0 0;Борисоглебский городской округ;Воронежская область;71841;0;0;1;0;0;0;0;0;0;0;0;43.5;-8.1;36.9;50.6;12.4;52.9;31.4;6.5;тип 4   - - +;столица своего региона;78.7;22.5;-4.0;столица своего региона;71.3;225;93;5.7
20727000 0 0;Городской округ город Нововоронеж;Воронежская область;31028;0;0;1;0;0;0;0;0;0;0;0;57.3;4.7;52.7;40.7;6.6;50.0;32.0;6.8;тип 1   + + +;столица своего региона;78.0;12.8;-6.2;столица своего региона;82.0;42;180;20.5
2460100000;Вичугский муниципальный район ;Ивановская область;17304;0;0;0;0;1;0;0;0;0;0;0;61.8;-8.2;54.7;42.0;3.3;53.8;30.9;6.6;тип 4   - - +;столица своего региона;76.2;11.8;-18.7;столица своего региона;77.4;59;62;0.1
2460200000;Верхнеландеховский муниципальный район ;Ивановская область;4452;0;0;0;0;1;0;0;0;0;0;0;80.6;-15.2;58.4;41.5;0.1;53.4;31.9;8.7;тип 4   - - +;столица своего региона;58.3;5.1;-26.6;столица своего региона;100.0;93;70;0.0
2460300000;Гаврилово-Посадский муниципальный район ;Ивановская область;14396;0;0;0;0;1;0;0;0;0;0;0;84.5;-4.3;45.7;50.5;3.8;52.5;32.6;8.0;тип 4   - - +;столица своего региона;75.9;14.1;-13.3;столица своего региона;42.9;73;79;0.3
2460500000;Заволжский муниципальный район ;Ивановская область;14434;0;0;0;0;1;0;0;0;0;0;0;59.8;-12.8;37.8;61.2;1.0;55.0;31.3;6.4;тип 4   - - +;столица своего региона;69.2;16.0;-12.1;столица своего региона;63.8;79;75;0.1
2460700000;Ивановский муниципальный район ;Ивановская область;38826;0;0;0;0;1;0;0;0;0;0;0;69.8;5.3;74.2;20.9;4.8;50.2;33.5;7.3;тип 3   + - +;столица своего региона;83.3;3.7;-49.9;столица своего региона;68.0;16;112;5.2
2460900000;Ильинский муниципальный район ;Ивановская область;8064;0;0;0;0;1;0;0;0;0;0;0;89.4;-3.1;38.1;52.4;9.5;52.2;31.9;7.1;тип 4   - - +;столица своего региона;82.6;6.8;-31.4;столица своего региона;54.5;73;72;0.3
2461100000;Кинешемский муниципальный район ;Ивановская область;20022;0;0;0;0;1;0;0;0;0;0;0;64.2;-7.1;45.6;50.9;3.5;50.8;31.9;6.9;тип 4   - - +;столица своего региона;77.4;17.3;-11.9;столица своего региона;75.5;95;81;1.3
2461300000;Комсомольский муниципальный район ;Ивановская область;19938;0;0;0;0;1;0;0;0;0;0;0;94.2;4.5;50.8;43.4;5.8;50.8;32.1;7.0;тип 2   - + +;столица своего региона;71.6;9.2;-20.3;столица своего региона;68.8;37;101;1.1
2461400000;Лежневский муниципальный район ;Ивановская область;17106;0;0;0;0;1;0;0;0;0;0;0;55.9;-3.1;61.6;33.6;4.8;50.1;34.4;8.6;тип 4   - - +;столица своего региона;72.9;7.1;-26.5;столица своего региона;55.6;27;85;1.2
2461500000;Лухский муниципальный район ;Ивановская область;8054;0;0;0;0;1;0;0;0;0;0;0;63.2;-5.6;69.7;29.1;1.2;54.6;31.8;8.4;тип 4   - - +;столица своего региона;66.7;9.9;-20.6;столица своего региона;70.0;83;78;0.0
2461700000;Палехский муниципальный район ;Ивановская область;9331;0;0;0;0;1;0;0;0;0;0;0;77.9;-5.7;68.7;29.1;2.2;54.1;31.8;8.0;тип 4   - - +;столица своего региона;62.8;9.3;-13.7;столица своего региона;43.5;55;74;0.2
2461900000;Пестяковский муниципальный район ;Ивановская область;5620;0;0;0;0;1;0;0;0;0;0;0;62.8;-11.8;48.4;51.2;0.4;54.4;31.1;6.3;тип 4   - - +;столица своего региона;66.7;8.1;-5.5;столица своего региона;80.0;107;78;0.0
2462000000;Приволжский муниципальный район ;Ивановская область;23380;0;0;0;0;1;0;0;0;0;0;0;57.7;-3.1;50.9;47.4;1.7;52.5;31.4;6.7;тип 4   - - +;столица своего региона;69.1;15.9;-8.3;столица своего региона;63.0;49;87;0.5
2462100000;Пучежский муниципальный район ;Ивановская область;11390;0;0;0;0;1;0;0;0;0;0;0;69.1;-6.4;47.8;51.8;0.4;52.2;35.5;12.1;тип 4   - - +;столица своего региона;67.5;11.8;-15.9;столица своего региона;76.9;117;77;0.1
2462300000;Родниковский муниципальный район;Ивановская область;32109;0;0;0;0;1;0;0;0;0;0;0;56.9;-0.9;59.0;36.6;4.4;53.0;30.4;5.7;тип 4   - - +;столица своего региона;83.8;12.5;-6.1;столица своего региона;85.5;43;72;1.5
2462500000;Савинский муниципальный район ;Ивановская область;10641;0;0;0;0;1;0;0;0;0;0;0;69.1;-5.2;56.8;41.8;1.5;51.1;32.0;7.9;тип 4   - - +;столица своего региона;54.2;6.3;-27.1;столица своего региона;73.7;51;75;0.1
2462900000;Тейковский муниципальный район ;Ивановская область;10965;0;0;0;0;1;0;0;0;0;0;0;87.8;-7.9;50.7;44.5;4.8;50.6;33.1;7.4;тип 4   - - +;столица своего региона;70.6;6.3;-17.7;столица своего региона;70.0;42;78;0.1
2463100000;Фурмановский муниципальный район ;Ивановская область;37691;0;0;0;0;1;0;0;0;0;0;0;47.9;-1.9;47.8;46.1;6.0;51.7;31.4;5.5;тип 4   - - +;столица своего региона;72.6;13.6;-8.8;столица своего региона;75.0;33;88;3.1
2463300000;Шуйский муниципальный район ;Ивановская область;20804;0;0;0;0;1;0;0;0;0;0;0;90.1;-5.7;71.9;25.7;2.4;53.0;32.8;9.0;тип 4   - - +;не столица в своем регионе;77.1;7.2;10.8;столица своего региона;65.5;34;70;0.1
2463500000;Южский муниципальный район ;Ивановская область;21686;0;0;0;0;1;0;0;0;0;0;0;47.1;-5.3;55.4;43.2;1.4;52.7;31.2;6.5;тип 4   - - +;столица своего региона;74.7;13.1;-10.3;столица своего региона;63.6;83;91;0.1
2463700000;Юрьевецкий муниципальный район ;Ивановская область;12842;0;0;0;0;1;0;0;0;0;0;0;75.3;-6.7;47.6;51.1;1.3;53.9;31.2;7.3;тип 4   - - +;столица своего региона;69.6;16.5;-15.3;столица своего региона;74.5;113;73;0.1
2470100000;Городской округ Иваново;Ивановская область;384986;0;1;0;0;0;0;0;0;0;0;0;56.1;2.8;44.8;46.5;8.7;51.5;29.7;4.8;тип 3   + - +;Москва;76.3;27.1;3.4;Москва;74.9;0;113;27.3
2470300000;Городской округ Вичуга;Ивановская область;32901;0;0;1;0;0;0;0;0;0;0;0;45.5;-4.5;47.3;47.5;5.2;53.4;30.2;5.3;тип 4   - - +;столица своего региона;84.5;19.8;-8.4;столица своего региона;77.4;60;72;0.5
2470500000;Городской округ Кинешма;Ивановская область;80584;0;0;1;0;0;0;0;0;0;0;0;43.6;-4.2;37.8;59.1;3.1;54.0;30.9;6.2;тип 4   - - +;столица своего региона;76.1;22.6;-5.1;столица своего региона;75.5;85;81;2.4
2470600000;Городской округ Кохма;Ивановская область;29925;0;0;1;0;0;0;0;0;0;0;0;60.4;5.7;67.8;25.6;6.6;53.4;32.6;5.8;тип 3   + - +;столица своего региона;69.0;7.6;-7.8;нет данных;;9;78;0.6
2470700000;Городской округ Тейково;Ивановская область;32020;0;0;1;0;0;0;0;0;0;0;0;62.3;-5.4;34.5;63.6;1.9;50.2;29.0;3.4;тип 4   - - +;столица своего региона;79.5;16.7;-8.7;столица своего региона;70.0;32;83;1.6
2471100000;Городской округ Шуя;Ивановская область;56353;0;0;1;0;0;0;0;0;0;0;0;63.4;-1.7;62.1;35.7;2.2;53.5;29.1;5.3;тип 3   + - +;столица своего региона;70.4;16.7;-1.3;столица своего региона;65.5;28;88;5.4
2960200000;Бабынинский муниципальный район ;Калужская область;19874;0;0;0;0;1;0;0;0;0;0;0;71.4;-2.0;46.4;45.6;8.0;51.3;32.7;5.6;тип 4   - - +;столица своего региона;86.3;13.5;-20.8;столица своего региона;92.6;27;122;1.8
2960400000;Барятинский муниципальный район ;Калужская область;5717;0;0;0;0;1;0;0;0;0;0;0;142.4;10.7;32.1;41.5;26.4;49.5;30.9;4.7;тип 2   - + +;столица своего региона;89.4;28.0;-6.7;столица своего региона;82.6;114;93;0.1
2960600000;Боровский муниципальный район ;Калужская область;71330;0;0;0;0;1;0;0;0;0;0;0;89.8;22.1;28.7;38.3;33.1;49.0;32.9;5.0;тип 1   + + +;Москва;94.2;42.3;-3.6;Москва;94.1;75;183;64.0
2960800000;Дзержинский муниципальный район ;Калужская область;55458;0;0;0;0;1;0;0;0;0;0;0;59.8;4.2;39.8;37.9;22.2;49.9;34.1;6.5;тип 4   - - +;столица своего региона;87.7;18.5;-12.4;столица своего региона;78.8;36;122;11.9
2961000000;Думиничский муниципальный район ;Калужская область;13920;0;0;0;0;1;0;0;0;0;0;0;85.0;2.0;30.6;48.6;20.8;48.5;33.9;7.3;тип 4   - - +;столица своего региона;89.7;24.8;-15.3;столица своего региона;86.6;106;83;0.1
2961200000;Жиздринский муниципальный район ;Калужская область;10151;0;0;0;0;1;0;0;0;0;0;0;88.0;1.1;33.9;48.0;18.0;53.4;31.5;6.7;тип 4   - - +;столица своего региона;87.8;29.8;-8.5;столица своего региона;92.1;137;89;0.0
2961300000;Жуковский муниципальный район ;Калужская область;55427;0;0;0;0;1;0;0;0;0;0;0;107.1;15.6;25.1;33.5;41.4;46.7;35.0;4.6;тип 4   - - +;Москва;96.0;36.4;-4.3;Москва;95.7;67;143;6.1
2961400000;Кировский муниципальный район;Калужская область;39433;0;0;0;0;1;0;0;0;0;0;0;76.8;0.8;32.4;49.8;17.7;51.3;31.3;5.3;тип 4   - - +;Москва;84.1;29.2;-7.8;столица своего региона;85.1;137;107;2.1
